Wall time,Step,Value
1621808512.2972379,100000,3.151599884033203
1621808785.078497,200000,3.171099901199341
1621809058.1878636,300000,3.4223999977111816
1621809328.0054836,400000,3.4475998878479004
1621809605.536743,500000,2.9667999744415283
1621809877.347864,600000,3.5464000701904297
1621810148.4103684,700000,4.207799911499023
1621810417.9142244,800000,3.944999933242798
1621810685.1853285,900000,3.748300075531006
1621810955.0222552,1000000,4.339900016784668
1621811223.6892757,1100000,3.3701999187469482
1621811492.09593,1200000,4.407599925994873
1621811760.914973,1300000,3.893199920654297
1621812029.2022655,1400000,4.021200180053711
1621812297.9524105,1500000,3.9532999992370605
1621812566.6283312,1600000,3.7627999782562256
1621812834.6654475,1700000,3.546600103378296
1621813102.7961361,1800000,3.7836999893188477
1621813371.3684647,1900000,4.301300048828125
1621813639.7014844,2000000,3.9560000896453857
1621813907.3538404,2100000,4.374499797821045
1621814176.5917313,2200000,4.172399997711182
1621814444.674148,2300000,3.946500062942505
1621814713.6780832,2400000,4.568299770355225
1621814983.0277543,2500000,4.196499824523926
1621815251.293868,2600000,4.32919979095459
1621815519.9309525,2700000,4.5
1621815788.476653,2800000,4.009699821472168
1621816057.5305138,2900000,3.407599925994873
1621816326.0514898,3000000,3.9595000743865967
1621816594.4646957,3100000,4.647500038146973
1621816863.5824347,3200000,4.245100021362305
1621817132.6137636,3300000,4.584199905395508
1621817401.0989196,3400000,5.080999851226807
1621817670.4096107,3500000,4.022600173950195
1621817938.6012075,3600000,5.0802001953125
1621818207.925538,3700000,3.856300115585327
1621818476.5900006,3800000,4.1803998947143555
1621818745.9141142,3900000,4.399099826812744
1621819014.4588935,4000000,4.282700061798096
1621819283.0920072,4100000,3.985599994659424
1621819552.6083517,4200000,3.88319993019104
1621819821.329567,4300000,3.5127999782562256
1621820090.583969,4400000,4.1875
1621820358.644399,4500000,4.029200077056885
1621820627.3706472,4600000,3.927999973297119
1621820895.3004515,4700000,4.212200164794922
1621821164.0912247,4800000,4.100500106811523
1621821433.3607867,4900000,4.548500061035156
1621821702.4171162,5000000,4.339399814605713
1621821987.0337753,5100000,3.8436999320983887
1621822255.1829164,5200000,4.547800064086914
1621822524.8115427,5300000,3.8582000732421875
1621822793.8560002,5400000,4.719799995422363
1621823061.8150315,5500000,5.056000232696533
1621823331.2157888,5600000,5.597599983215332
1621823600.0350034,5700000,5.274199962615967
1621823868.6612964,5800000,5.00439977645874
1621824137.0904653,5900000,5.094399929046631
1621824405.432266,6000000,5.031000137329102
1621824674.2864766,6100000,5.761300086975098
1621824942.5568066,6200000,5.618599891662598
1621825211.0144162,6300000,5.473800182342529
1621825479.5017903,6400000,5.889200210571289
1621825747.6531007,6500000,5.33650016784668
1621826016.134737,6600000,4.7494001388549805
1621826284.648725,6700000,4.577600002288818
1621826553.7019112,6800000,4.9253997802734375
1621826822.5367162,6900000,5.376399993896484
1621827090.8084538,7000000,5.794000148773193
1621827360.779716,7100000,6.1809000968933105
1621827628.9618945,7200000,5.452499866485596
1621827898.2159626,7300000,5.243199825286865
1621828166.99224,7400000,5.553999900817871
1621828435.564586,7500000,5.02239990234375
1621828704.8366156,7600000,5.767899990081787
1621828977.0740228,7700000,5.274899959564209
1621829239.429306,7800000,5.833499908447266
1621829501.280469,7900000,6.253600120544434
1621829764.0002508,8000000,5.177599906921387
1621830026.342085,8100000,6.434899806976318
1621830288.7418423,8200000,7.291399955749512
1621830551.863285,8300000,8.130399703979492
1621830814.9042175,8400000,8.45829963684082
1621831077.338763,8500000,8.297900199890137
1621831343.8695855,8600000,8.455900192260742
1621831606.1033514,8700000,8.247200012207031
1621831868.7832897,8800000,10.690999984741211
1621832131.5506837,8900000,8.8371000289917
1621832393.686364,9000000,9.086199760437012
1621832655.8827982,9100000,8.985300064086914
1621832918.6169314,9200000,10.718700408935547
1621833181.1181426,9300000,11.118000030517578
1621833443.4593453,9400000,11.65939998626709
1621833706.2984016,9500000,13.156800270080566
1621833974.429588,9600000,14.793100357055664
1621834244.1341271,9700000,12.577500343322754
1621834513.0921774,9800000,12.838199615478516
1621834781.6808405,9900000,9.474599838256836
1621835050.882978,10000000,17.529399871826172
