Wall time,Step,Value
1621607465.149561,100000,4.13129997253418
1621607763.723217,200000,5.096099853515625
1621608070.7074816,300000,4.551700115203857
1621608378.213249,400000,4.974599838256836
1621608686.1722584,500000,4.785799980163574
1621608993.7634084,600000,4.366700172424316
1621609301.1823163,700000,5.027100086212158
1621609608.1734583,800000,4.604700088500977
1621609914.7234104,900000,5.25600004196167
1621610224.5220716,1000000,4.968299865722656
1621610530.9722025,1100000,5.395500183105469
1621610837.8772464,1200000,4.577600002288818
1621611144.7530997,1300000,5.264100074768066
1621611450.993446,1400000,4.6631999015808105
1621611761.4878113,1500000,5.42519998550415
1621612067.9627857,1600000,5.008399963378906
1621612362.3715646,1700000,5.116000175476074
1621612632.597026,1800000,5.125199794769287
1621612902.0813591,1900000,4.982900142669678
1621613173.9765737,2000000,4.697700023651123
1621613447.1599157,2100000,5.2230000495910645
1621613720.583487,2200000,4.8414998054504395
1621613991.9894319,2300000,4.8856000900268555
1621614261.6445115,2400000,5.170000076293945
1621614530.4336066,2500000,4.915999889373779
1621614799.230567,2600000,5.177999973297119
1621615071.5802786,2700000,5.31879997253418
1621615346.1270719,2800000,5.548500061035156
1621615619.0633185,2900000,5.412799835205078
1621615891.320744,3000000,4.526800155639648
1621616161.8517175,3100000,5.026100158691406
1621616436.2420824,3200000,5.250199794769287
1621616708.4759793,3300000,5.598999977111816
1621616982.15844,3400000,4.865900039672852
1621617250.9930768,3500000,4.801300048828125
1621617520.1981657,3600000,4.563300132751465
1621617790.1259694,3700000,5.764800071716309
1621618060.439794,3800000,5.824699878692627
1621618334.440601,3900000,4.998799800872803
1621618607.617704,4000000,4.44350004196167
1621618881.48474,4100000,4.5406999588012695
1621619154.7873502,4200000,5.446000099182129
1621619429.4003065,4300000,5.432600021362305
1621619706.639967,4400000,4.839399814605713
1621619982.6853147,4500000,5.324999809265137
1621620259.3981893,4600000,5.397600173950195
1621620532.9101734,4700000,4.820400238037109
1621620806.2339203,4800000,5.115300178527832
1621621080.701704,4900000,4.981200218200684
1621621354.6606202,5000000,5.541900157928467
1621621630.5379357,5100000,5.213399887084961
1621621907.834104,5200000,5.029300212860107
1621622184.2505805,5300000,4.800600051879883
1621622460.928123,5400000,4.912899971008301
1621622735.7716477,5500000,5.529099941253662
1621623008.737963,5600000,5.275000095367432
1621623281.9471304,5700000,5.45419979095459
1621623555.1443071,5800000,4.873000144958496
1621623825.21926,5900000,4.735000133514404
1621624094.539087,6000000,4.657400131225586
1621624364.692392,6100000,4.948999881744385
1621624634.755288,6200000,4.737299919128418
1621624904.499045,6300000,4.05709981918335
1621625175.897709,6400000,4.358799934387207
1621625455.2314165,6500000,4.511499881744385
1621625728.4063098,6600000,4.083799839019775
1621626002.7194364,6700000,4.962500095367432
1621626277.4559283,6800000,4.781899929046631
1621626551.754293,6900000,5.1442999839782715
1621626824.706641,7000000,6.01639986038208
1621627096.3241127,7100000,4.748199939727783
1621627365.620768,7200000,5.0725998878479
1621627635.0036232,7300000,5.558700084686279
1621627904.4383101,7400000,5.690400123596191
1621628173.738749,7500000,4.886899948120117
1621628442.4582536,7600000,5.246500015258789
1621628711.8288162,7700000,5.644599914550781
1621628982.982687,7800000,5.776100158691406
1621629255.7791047,7900000,4.6859002113342285
1621629530.2841675,8000000,4.984600067138672
1621629806.6808484,8100000,5.410200119018555
1621630079.0611622,8200000,5.23360013961792
1621630353.190454,8300000,5.436999797821045
1621630623.7880576,8400000,4.416900157928467
1621630931.9440703,8500000,5.272900104522705
1621631238.0226035,8600000,5.38100004196167
1621631545.1436584,8700000,5.054299831390381
1621631851.4237165,8800000,4.852700233459473
1621632161.3836408,8900000,4.8109002113342285
1621632484.9266322,9000000,5.555500030517578
1621632765.6910849,9100000,5.002099990844727
1621633106.2537122,9200000,4.984399795532227
1621633432.6994445,9300000,4.749199867248535
1621633757.351083,9400000,5.427800178527832
1621634081.9515517,9500000,5.20359992980957
1621634405.7412574,9600000,5.862100124359131
1621634739.1502728,9700000,4.615600109100342
1621635071.2199302,9800000,4.953400135040283
1621635401.0613265,9900000,4.429900169372559
1621635729.6722105,10000000,4.890100002288818
